Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Flyout,False,1,TOP,1,0,0,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Groundout,False,1,TOP,2,0,1,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Walk,False,1,TOP,3,0,2,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Walk,False,1,TOP,4,0,2,Vladimir Guerrero Jr.,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Walk,False,1,TOP,5,0,2,Daulton Varsho,Vladimir Guerrero Jr.,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Strikeout,False,1,TOP,6,0,2,Matt Chapman,Daulton Varsho,Vladimir Guerrero Jr.,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Groundout,False,1,BOTTOM,7,0,0,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Flyout,False,1,BOTTOM,8,0,1,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Single,False,1,BOTTOM,9,0,2,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Strikeout,False,1,BOTTOM,10,0,2,Paul Goldschmidt,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Walk,False,2,TOP,11,0,0,,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
Hit By Pitch,False,2,TOP,12,0,0,Danny Jansen,,,Jack Flaherty,Kevin Gausman,Brendan Donovan,Alec Burleson,Paul Goldschmidt,Nolan Arenado,Nolan Gorman,Tyler O'Neill,Jordan Walker,Andrew Knizner,Tommy Edman,George Springer,Bo Bichette,Vladimir Guerrero Jr.,Daulton Varsho,Matt Chapman,Brandon Belt,Danny Jansen,Cavan Biggio,Kevin Kiermaier,Nolan Gorman,Andrew Knizner,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Tommy Edman,Alec Burleson,Tyler O'Neill,Jordan Walker,Brandon Belt,Danny Jansen,Vladimir Guerrero Jr.,Cavan Biggio,Matt Chapman,Bo Bichette,Daulton Varsho,Kevin Kiermaier,George Springer
